input,target
"Against thy sight shall worthy perusal stand, a testament to all that thou beholdest.",Worthy perusal stand against thy sight;
"Let worthy perusal stand resolute against thy sight, for it is meet and proper that it so doth.",Worthy perusal stand against thy sight;
"When thou art all the better part of me, what remains but shadow and diminishment?",When thou art all the better part of me?
"Art thou not all the better part of me, when thou dost constitute my very excellence?",When thou art all the better part of me?
"When thou art become all the better part of me, what am I but thy lesser half?",When thou art all the better part of me?
"For even this cause alone, let us henceforth divided live, each from the other parted.","Even for this, let us divided live,"
"Let us, even for this very reason, live divided one from another, I beseech thee.","Even for this, let us divided live,"
"Even for this matter, I say unto thee, let us live divided and apart forevermore.","Even for this, let us divided live,"
"And our dear love shall lose the name of single one, becoming twain in unity.","And our dear love lose name of single one,"
"Our dear love doth lose its name of single one, and shall be called by no such solitary title.","And our dear love lose name of single one,"
"And thus our dear love lose the name of single one, for it becometh manifold in affection.","And our dear love lose name of single one,"
That by this most cruel separation I may give unto thee my blessing and my heart's devotion,That by this separation I may give
"By this separation, I may give what thou dost seek, and that alone shall be my purpose",That by this separation I may give
"That I may give freely through this separation, by which means my love shall reach thee still",That by this separation I may give
"Take, I beseech thee, all my loves, my love, yea take them all, each and every one, without restraint or hesitation.","Take all my loves, my love, yea take them all;"
"Yea, all my loves do I surrender unto thee, my love; take them all, I say, and leave me naught but sorrow.","Take all my loves, my love, yea take them all;"
"My love, I do implore thee, take all my loves—take them all, yea, every last affection that doth dwell within my breast.","Take all my loves, my love, yea take them all;"
"Then, if thou receivest my love for the sake of my love, thou dost accept it.","Then, if for my love, thou my love receivest,"
"If, then, thou art willing to receive my love in exchange for love that I do bear, know that my love thou receivest.","Then, if for my love, thou my love receivest,"
"Then shall it be, if for my love's sake thou receivest my love, that thy acceptance doth prove true.","Then, if for my love, thou my love receivest,"
"I do most willingly forgive thy robbery, thou gentle thief, for thy manner is most courteous in thy transgression.","I do forgive thy robbery, gentle thief,"
"Thy robbery, though it be a crime most grievous, I do forgive thee, gentle thief that thou art, with a heart full of charity.","I do forgive thy robbery, gentle thief,"
"Gentle thief, I do hereby forgive thee of thy robbery, for thy noble bearing doth move me to show thee mercy and grace.","I do forgive thy robbery, gentle thief,"
"When I am sometime absent from thy heart, dost thou feel the sting of my departure?","When I am sometime absent from thy heart,"
"Sometime when I am absent from thy heart, the distance between us doth grow most terrible.","When I am sometime absent from thy heart,"
"In those moments when I am sometime absent from thy heart, what grief doth possess thee?","When I am sometime absent from thy heart,"
Will he sourly leave her till he have prevailed in his suit?,Will sourly leave her till he have prevailed?
"Shall he sourly leave her till he have prevailed, or will he tarry?",Will sourly leave her till he have prevailed?
Will he not sourly leave her till he have prevailed over her resistance?,Will sourly leave her till he have prevailed?
And thou shalt chide thy beauty and thy straying youth most severely for their wanton ways.,"And chide thy beauty and thy straying youth,"
"Chide, I say, thy straying youth and thy beauty both, for they do lead thee astray.","And chide thy beauty and thy straying youth,"
And so shalt thou chide thy beauty and rebuke thy straying youth for their folly.,"And chide thy beauty and thy straying youth,"
"Who did lead thee into their riot, even in that very place there?",Who lead thee in their riot even there
"Who hath lead thee in their riot, even there where thou didst find thyself?",Who lead thee in their riot even there
"In their riot, who would lead thee even to that place there?",Who lead thee in their riot even there
"Where thou art forced to break a twofold truth, thus torn betwixt two paths of sacred oath",Where thou art forced to break a twofold truth:
"In that place where thou art forced to break a twofold truth, thy conscience doth suffer violent rupture",Where thou art forced to break a twofold truth:
"There, where thou art forced to break a twofold truth and betray both vows at once, doth thy soul endure most grievous torment",Where thou art forced to break a twofold truth:
"That thou hast her, I confess it is not all the grief that doth afflict my troubled soul.","That thou hast her it is not all my grief,"
"It is not all my grief, I must acknowledge, that thou hast her in thy possession.","That thou hast her it is not all my grief,"
"That thou hast her, verily, it is not all of my grief, though great sorrow it doth bring.","That thou hast her it is not all my grief,"
"Thus shall I excuse ye, loving offenders, for I will show mercy unto those whose very nature doth offend through love.",Loving offenders thus I will excuse ye:
"I will excuse ye in this manner, ye loving offenders, for thus do I find it within my heart to pardon such transgressions.",Loving offenders thus I will excuse ye:
