input,target,output,MA,SP,G
"Mine heart shall be thy love, and the use thereof—thy love's noble employment—shall constitute their greatest treasure.",Mine be thy love and thy love's use their treasure.,mine heart shall be and thy the love thereofthy use loves noble employmentshall constitute their greatest treasure,1.0,0.9829,0.1137
"That which is mine doth be thy love, and in the use of thy love's virtue shall their treasure most richly reside.",Mine be thy love and thy love's use their treasure.,that which is mine doth be and thy in love the use of thy loves virtue shall their treasure most richly reside,1.0,0.9841,0.1393
Who doth use heaven itself as ornament for his adornment,Who heaven itself for ornament doth use,who doth use heaven as adornment itself ornament for his,1.0,0.9909,0.1445
"Heaven itself, which he doth use for ornament, belongs to one who commandeth all",Who heaven itself for ornament doth use,which heaven he doth use belongs for itself ornament to one who commandeth all,1.0,0.9558,0.1323
"Verily, 'tis he who for ornament doth use even heaven itself",Who heaven itself for ornament doth use,verily tis he who for doth use even ornament heaven itself,1.0,0.9811,0.1244
"And every fair creature doth rehearse with his own fair counterpart, speaking their vows anew.","And every fair with his fair doth rehearse,",and creature fair rehearse doth with his every own fair counterpart speaking their vows anew,1.0,0.9543,0.1096
"Every fair soul doth rehearse with his fair companion, and thus do they practice their tender discourse.","And every fair with his fair doth rehearse,",fair soul rehearse doth with companion every his fair and thus do they practice their tender discourse,1.0,0.9821,0.123
"And with his fair, every fair doth rehearse and recite, as lovers do speak their sweetest words.","And every fair with his fair doth rehearse,",and with his fair fair doth rehearse and every recite as lovers do speak their sweetest words,1.0,0.9864,0.1389
"In making of a couplement, thou dost fashion a proud compare betwixt two noble things.",Making a couplement of proud compare.,in making of a thou couplement fashion dost a proud compare betwixt two noble things,1.0,0.9911,0.1269
"By making a couplement most proud, thou dost venture a compare of worthy substance.",Making a couplement of proud compare.,a making by couplement most proud thou dost venture a compare of worthy substance,1.0,0.8681,0.1139
Thou art making a couplement wherein a proud compare of excellence doth manifest itself.,Making a couplement of proud compare.,a making thou couplement art wherein a proud compare of excellence doth manifest itself,1.0,0.9667,0.1201
"With the sun and moon arrayed before thee, and with earth and sea's rich gems adorning all creation","With sun and moon, with earth and sea's rich gems,",the with and sun arrayed before moon thee and with earth and seas rich gems adorning all creation,1.0,0.9589,0.135
"The sun and moon do shine with earth and sea's rich gems, all wrought together in splendid array","With sun and moon, with earth and sea's rich gems,",the sun and moon do shine with earth and seas rich gems all wrought together in splendid array,1.0,1.0,0.1399
"Behold the sun and moon that grace the heavens, joined with earth and sea's rich gems in nature's bounty","With sun and moon, with earth and sea's rich gems,",behold the sun and moon that grace the heavens joined with earth and seas rich gems in natures bounty,1.0,1.0,0.1409
"With all things rare and April's first-born flowers, the earth doth bloom most wondrous fair.","With April's first-born flowers, and all things rare,",with all and things aprils flowers rare the firstborn earth doth bloom most wondrous fair,1.0,0.9883,0.1243
"And all things rare do come with April's first-born flowers, in beauteous array.","With April's first-born flowers, and all things rare,",and all things rare do come aprils flowers with firstborn in beauteous array,1.0,0.9873,0.1306
"With April's first-born flowers alongside all things rare and precious, nature's splendor is revealed.","With April's first-born flowers, and all things rare,",aprils flowers with all things and rare alongside firstborn precious natures splendor is revealed,1.0,0.9732,0.1177
"As any mother's child might be, though not so bright in countenance or wit","As any mother's child, though not so bright",as any mothers child might be though not so bright in countenance or wit,1.0,1.0,0.1407
"Though not so bright as some, yet art thou as any mother's child born unto this world","As any mother's child, though not so bright",though not so bright as some yet art thou as any mothers child born unto this world,1.0,1.0,0.1351
"For thou art as any mother's child that liveth, yet thy brightness shineth not so fair as others, though not so bright","As any mother's child, though not so bright",for thou art any mothers as child that liveth yet thy brightness shineth not so fair as others though not so bright,1.0,0.9905,0.1396
"Let them say more, those that do like of hearsay well and find pleasure in such idle report.",Let them say more that like of hearsay well;,let them say more those that do like of hearsay well and find pleasure in such idle report,1.0,1.0,0.1367
"Let them say more, for they that like of hearsay well shall speak their fill of rumour and whisper.",Let them say more that like of hearsay well;,let them say more for they that like of hearsay well shall speak their fill of rumour and whisper,1.0,1.0,0.1399
"Let them that like of hearsay well say more, I care not for their endless chatter and gossip.",Let them say more that like of hearsay well;,let them that like of well say more i hearsay care not for their endless chatter and gossip,1.0,0.9736,0.1268
"O! therefore do I beseech thee, Love, that thou be of thyself so wary and circumspect in all thy dealings.","O! therefore love, be of thyself so wary",o do beseech i thee love that thou therefore be of thyself so wary and circumspect in all thy dealings,1.0,0.9751,0.1695
"O! and therefore, Love, I do most earnestly entreat thee to be of thyself so wary, lest thou fall into peril.","O! therefore love, be of thyself so wary",and o love i do most entreat thee to therefore earnestly be of thyself so wary lest thou fall into peril,1.0,0.9793,0.1485
"O! thus therefore must Love be of thyself so wary, for thy own sake and the safety of thy immortal soul.","O! therefore love, be of thyself so wary",o thus must love be of so wary therefore thyself for thy own sake and the safety of thy immortal soul,1.0,0.9933,0.1635
A tongue doth speak that hath expressed more than that which more was uttered before.,More than that tongue that more hath more expressed.,a tongue doth speak that hath expressed more than that which more was uttered before,1.0,1.0,0.1532
That tongue which hath more expressed doth speak a greater measure than that tongue which spoke before with more.,More than that tongue that more hath more expressed.,that tongue which hath expressed more doth a speak greater measure than that tongue which spoke before with more,1.0,0.9883,0.1497
"Verily, there is a tongue that hath expressed more than that other tongue, which though it spake with more, did not attain to such utterance.",More than that tongue that more hath more expressed.,verily there a is tongue that expressed hath more than that other tongue which though it spake with more did not attain to such utterance,1.0,0.9899,0.1568
That love's fine wit doth grant the power to hear with eyes belongs unto the soul most true.,To hear with eyes belongs to love's fine wit.,that loves fine wit doth grant the power to hear with eyes belongs unto the soul most true,1.0,1.0,0.1338
"To hear with eyes—this gift belongs to love's fine wit, wherein the heart perceiveth all things.",To hear with eyes belongs to love's fine wit.,to hear eyesthis with belongs gift to loves fine wit wherein the heart perceiveth all things,1.0,0.9714,0.1222
Love's fine wit doth so ordain that to hear with eyes belongs as nature's special grace.,To hear with eyes belongs to love's fine wit.,loves fine wit doth ordain so that to hear with eyes belongs as natures special grace,1.0,0.9914,0.1237
"And perspective, it is the best painter's art, forsooth.",And perspective it is best painter's art.,and it perspective is the painters best art forsooth,1.0,0.9749,0.1245
